holiday,workingday,weather,temp,humidity,windspeed,month,hours,week,day
0,0,1,9.84,81,0.0,1,0,Saturday,Weekend
0,0,1,9.02,80,0.0,1,1,Saturday,Weekend
0,0,1,9.02,80,0.0,1,2,Saturday,Weekend
0,0,1,9.84,75,0.0,1,3,Saturday,Weekend
0,0,1,9.84,75,0.0,1,4,Saturday,Weekend
0,0,2,9.84,75,6.0032,1,5,Saturday,Weekend
0,0,1,9.02,80,0.0,1,6,Saturday,Weekend
0,0,1,8.2,86,0.0,1,7,Saturday,Weekend
0,0,1,9.84,75,0.0,1,8,Saturday,Weekend
0,0,1,13.12,76,0.0,1,9,Saturday,Weekend
0,0,1,15.58,76,16.9979,1,10,Saturday,Weekend
0,0,1,14.76,81,19.0012,1,11,Saturday,Weekend
0,0,1,17.22,77,19.0012,1,12,Saturday,Weekend
0,0,2,18.86,72,19.9995,1,13,Saturday,Weekend
0,0,2,18.86,72,19.0012,1,14,Saturday,Weekend
0,0,2,18.04,77,19.9995,1,15,Saturday,Weekend
0,0,2,17.22,82,19.9995,1,16,Saturday,Weekend
0,0,2,18.04,82,19.0012,1,17,Saturday,Weekend
0,0,3,17.22,88,16.9979,1,18,Saturday,Weekend
0,0,3,17.22,88,16.9979,1,19,Saturday,Weekend
0,0,2,16.4,87,16.9979,1,20,Saturday,Weekend
0,0,2,16.4,87,12.998,1,21,Saturday,Weekend
0,0,2,16.4,94,15.0013,1,22,Saturday,Weekend
0,0,2,18.86,88,19.9995,1,23,Saturday,Weekend
0,0,2,18.86,88,19.9995,1,0,Sunday,Weekend
0,0,2,18.04,94,16.9979,1,1,Sunday,Weekend
0,0,2,17.22,100,19.0012,1,2,Sunday,Weekend
0,0,2,18.86,94,12.998,1,3,Sunday,Weekend
0,0,2,18.86,94,12.998,1,4,Sunday,Weekend
0,0,3,17.22,77,19.9995,1,6,Sunday,Weekend
0,0,2,16.4,76,12.998,1,7,Sunday,Weekend
0,0,3,16.4,71,15.0013,1,8,Sunday,Weekend
0,0,2,15.58,76,15.0013,1,9,Sunday,Weekend
0,0,2,14.76,81,15.0013,1,10,Sunday,Weekend
0,0,2,14.76,71,16.9979,1,11,Sunday,Weekend
0,0,2,14.76,66,19.9995,1,12,Sunday,Weekend
0,0,2,14.76,66,8.9981,1,13,Sunday,Weekend
0,0,3,14.76,76,12.998,1,14,Sunday,Weekend
0,0,3,13.94,81,11.0014,1,15,Sunday,Weekend
0,0,3,13.94,71,11.0014,1,16,Sunday,Weekend
0,0,1,13.94,57,12.998,1,17,Sunday,Weekend
0,0,2,14.76,46,22.0028,1,18,Sunday,Weekend
0,0,1,13.12,42,30.0026,1,19,Sunday,Weekend
0,0,1,12.3,39,23.9994,1,20,Sunday,Weekend
0,0,1,10.66,44,22.0028,1,21,Sunday,Weekend
0,0,1,9.84,44,19.9995,1,22,Sunday,Weekend
0,0,1,9.02,47,11.0014,1,23,Sunday,Weekend
0,1,1,9.02,44,23.9994,1,0,Monday,Weekend
0,1,1,8.2,44,27.9993,1,1,Monday,Weekend
0,1,1,6.56,47,26.0027,1,4,Monday,Weekend
0,1,1,6.56,47,19.0012,1,5,Monday,Weekend
0,1,1,5.74,50,26.0027,1,6,Monday,Weekend
0,1,1,5.74,50,12.998,1,7,Monday,Weekend
0,1,1,5.74,50,19.0012,1,8,Monday,Weekend
0,1,1,6.56,43,26.0027,1,9,Monday,Weekend
0,1,1,7.38,43,16.9979,1,10,Monday,Weekend
0,1,1,8.2,40,22.0028,1,11,Monday,Weekend
0,1,1,9.02,35,19.9995,1,12,Monday,Weekend
0,1,1,9.84,35,19.0012,1,13,Monday,Weekend
0,1,1,10.66,30,19.0012,1,14,Monday,Weekend
0,1,1,10.66,30,16.9979,1,15,Monday,Weekend
0,1,1,10.66,30,16.9979,1,16,Monday,Weekend
0,1,1,9.84,30,15.0013,1,17,Monday,Weekend
0,1,1,9.84,32,7.0015,1,18,Monday,Weekend
0,1,1,8.2,47,0.0,1,19,Monday,Weekend
0,1,1,8.2,47,7.0015,1,20,Monday,Weekend
0,1,1,7.38,64,8.9981,1,21,Monday,Weekend
0,1,1,5.74,69,8.9981,1,22,Monday,Weekend
0,1,1,7.38,55,7.0015,1,23,Monday,Weekend
0,1,1,6.56,55,7.0015,1,0,Tuesday,Weekend
0,1,1,6.56,59,7.0015,1,1,Tuesday,Weekend
0,1,1,5.74,63,8.9981,1,2,Tuesday,Weekend
0,1,1,5.74,63,6.0032,1,4,Tuesday,Weekend
0,1,1,4.92,68,7.0015,1,5,Tuesday,Weekend
0,1,1,4.92,74,7.0015,1,6,Tuesday,Weekend
0,1,1,4.92,74,8.9981,1,7,Tuesday,Weekend
0,1,1,5.74,69,11.0014,1,8,Tuesday,Weekend
0,1,1,6.56,64,15.0013,1,9,Tuesday,Weekend
0,1,2,6.56,69,22.0028,1,10,Tuesday,Weekend
0,1,1,9.02,51,19.9995,1,11,Tuesday,Weekend
0,1,1,9.02,51,11.0014,1,12,Tuesday,Weekend
0,1,1,9.84,56,12.998,1,13,Tuesday,Weekend
0,1,1,10.66,52,15.0013,1,14,Tuesday,Weekend
0,1,1,11.48,52,16.9979,1,15,Tuesday,Weekend
0,1,1,12.3,49,16.9979,1,16,Tuesday,Weekend
0,1,1,11.48,48,15.0013,1,17,Tuesday,Weekend
0,1,1,10.66,48,12.998,1,18,Tuesday,Weekend
0,1,1,9.84,48,7.0015,1,19,Tuesday,Weekend
0,1,1,9.84,48,7.0015,1,20,Tuesday,Weekend
0,1,1,9.02,64,0.0,1,21,Tuesday,Weekend
0,1,1,9.02,64,6.0032,1,22,Tuesday,Weekend
0,1,1,8.2,69,6.0032,1,23,Tuesday,Weekend
0,1,1,8.2,64,0.0,1,0,Wednesday,Weekend
0,1,1,6.56,74,6.0032,1,1,Wednesday,Weekend
0,1,1,6.56,74,6.0032,1,2,Wednesday,Weekend
0,1,1,9.84,48,15.0013,1,4,Wednesday,Weekend
0,1,1,9.02,47,11.0014,1,5,Wednesday,Weekend
0,1,1,8.2,47,15.0013,1,6,Wednesday,Weekend
0,1,1,7.38,43,12.998,1,7,Wednesday,Weekend
0,1,1,8.2,40,19.9995,1,8,Wednesday,Weekend
0,1,1,9.02,37,22.0028,1,9,Wednesday,Weekend
0,1,1,9.02,37,22.0028,1,10,Wednesday,Weekend
0,1,1,10.66,33,22.0028,1,11,Wednesday,Weekend
0,1,1,10.66,33,22.0028,1,12,Wednesday,Weekend
0,1,1,11.48,30,19.9995,1,13,Wednesday,Weekend
0,1,1,12.3,28,12.998,1,14,Wednesday,Weekend
0,1,1,12.3,28,12.998,1,15,Wednesday,Weekend
0,1,1,12.3,28,6.0032,1,16,Wednesday,Weekend
0,1,1,9.84,38,12.998,1,17,Wednesday,Weekend
0,1,1,9.84,38,8.9981,1,18,Wednesday,Weekend
0,1,1,9.84,38,7.0015,1,19,Wednesday,Weekend
0,1,1,9.02,47,11.0014,1,20,Wednesday,Weekend
0,1,1,8.2,51,12.998,1,21,Wednesday,Weekend
0,1,1,7.38,55,8.9981,1,22,Wednesday,Weekend
0,1,1,8.2,47,0.0,1,23,Wednesday,Weekend
0,1,1,7.38,55,0.0,1,0,Thursday,Weekend
0,1,1,6.56,64,0.0,1,1,Thursday,Weekend
0,1,1,6.56,64,0.0,1,2,Thursday,Weekend
0,1,2,6.56,64,6.0032,1,4,Thursday,Weekend
0,1,2,5.74,69,6.0032,1,5,Thursday,Weekend
0,1,2,5.74,63,7.0015,1,6,Thursday,Weekend
0,1,2,6.56,59,0.0,1,7,Thursday,Weekend
0,1,1,6.56,59,0.0,1,8,Thursday,Weekend
0,1,2,7.38,51,0.0,1,9,Thursday,Weekend
0,1,1,8.2,47,0.0,1,10,Thursday,Weekend
0,1,1,9.02,44,6.0032,1,11,Thursday,Weekend
0,1,1,10.66,35,0.0,1,12,Thursday,Weekend
0,1,1,10.66,35,7.0015,1,13,Thursday,Weekend
0,1,1,11.48,36,11.0014,1,14,Thursday,Weekend
0,1,1,11.48,36,0.0,1,15,Thursday,Weekend
0,1,1,10.66,38,11.0014,1,16,Thursday,Weekend
0,1,1,9.02,51,11.0014,1,17,Thursday,Weekend
0,1,1,9.02,51,8.9981,1,18,Thursday,Weekend
0,1,1,9.02,55,6.0032,1,19,Thursday,Weekend
0,1,1,8.2,51,11.0014,1,20,Thursday,Weekend
0,1,2,9.02,55,15.0013,1,21,Thursday,Weekend
0,1,2,9.02,51,19.0012,1,22,Thursday,Weekend
0,1,2,8.2,59,12.998,1,23,Thursday,Weekend
0,1,2,8.2,64,12.998,1,0,Friday,Weekend
0,1,2,8.2,69,15.0013,1,1,Friday,Weekend
0,1,2,8.2,69,15.0013,1,2,Friday,Weekend
0,1,2,8.2,69,8.9981,1,4,Friday,Weekend
0,1,3,9.02,55,0.0,1,5,Friday,Weekend
0,1,2,8.2,69,0.0,1,6,Friday,Weekend
0,1,1,8.2,69,8.9981,1,7,Friday,Weekend
0,1,1,8.2,51,16.9979,1,8,Friday,Weekend
0,1,1,8.2,47,19.9995,1,9,Friday,Weekend
0,1,1,9.02,37,22.0028,1,10,Friday,Weekend
0,1,2,8.2,40,15.0013,1,11,Friday,Weekend
0,1,2,8.2,37,16.9979,1,12,Friday,Weekend
0,1,2,8.2,37,19.0012,1,13,Friday,Weekend
0,1,2,8.2,40,16.9979,1,14,Friday,Weekend
0,1,2,8.2,37,11.0014,1,15,Friday,Weekend
0,1,2,8.2,37,11.0014,1,16,Friday,Weekend
0,1,2,8.2,37,0.0,1,17,Friday,Weekend
0,1,1,8.2,40,6.0032,1,18,Friday,Weekend
0,1,1,6.56,55,6.0032,1,19,Friday,Weekend
0,1,1,7.38,47,7.0015,1,20,Friday,Weekend
0,1,1,7.38,47,8.9981,1,21,Friday,Weekend
0,1,2,7.38,43,11.0014,1,22,Friday,Weekend
0,1,2,7.38,51,11.0014,1,23,Friday,Weekend
0,0,2,7.38,51,11.0014,1,0,Saturday,Weekend
0,0,2,7.38,55,6.0032,1,1,Saturday,Weekend
0,0,2,7.38,55,0.0,1,2,Saturday,Weekend
0,0,3,7.38,55,11.0014,1,3,Saturday,Weekend
0,0,3,7.38,55,11.0014,1,4,Saturday,Weekend
0,0,2,6.56,74,11.0014,1,5,Saturday,Weekend
0,0,2,6.56,74,11.0014,1,6,Saturday,Weekend
0,0,2,6.56,74,7.0015,1,7,Saturday,Weekend
0,0,3,6.56,93,7.0015,1,8,Saturday,Weekend
0,0,3,6.56,93,7.0015,1,9,Saturday,Weekend
0,0,2,7.38,80,11.0014,1,10,Saturday,Weekend
0,0,2,8.2,69,26.0027,1,11,Saturday,Weekend
0,0,2,8.2,59,23.9994,1,12,Saturday,Weekend
0,0,1,8.2,44,22.0028,1,13,Saturday,Weekend
0,0,1,8.2,32,32.9975,1,14,Saturday,Weekend
0,0,1,8.2,32,30.0026,1,15,Saturday,Weekend
0,0,1,7.38,29,30.0026,1,16,Saturday,Weekend
0,0,1,6.56,37,36.9974,1,17,Saturday,Weekend
0,0,1,5.74,39,19.9995,1,18,Saturday,Weekend
0,0,1,5.74,36,16.9979,1,19,Saturday,Weekend
0,0,1,4.92,36,16.9979,1,20,Saturday,Weekend
0,0,1,4.92,39,23.9994,1,21,Saturday,Weekend
0,0,1,4.92,36,26.0027,1,22,Saturday,Weekend
0,0,1,4.1,39,30.0026,1,23,Saturday,Weekend
0,0,1,4.1,42,26.0027,1,0,Sunday,Weekend
0,0,1,4.1,42,31.0009,1,1,Sunday,Weekend
0,0,1,4.1,46,31.0009,1,2,Sunday,Weekend
0,0,1,4.1,46,27.9993,1,3,Sunday,Weekend
0,0,1,3.28,53,12.998,1,4,Sunday,Weekend
0,0,1,3.28,53,12.998,1,5,Sunday,Weekend
0,0,1,4.1,49,19.0012,1,6,Sunday,Weekend
0,0,1,3.28,53,12.998,1,7,Sunday,Weekend
0,0,1,4.1,49,19.0012,1,8,Sunday,Weekend
0,0,1,4.92,46,35.0008,1,9,Sunday,Weekend
0,0,1,5.74,43,26.0027,1,10,Sunday,Weekend
0,0,1,6.56,40,35.0008,1,11,Sunday,Weekend
0,0,1,7.38,37,30.0026,1,12,Sunday,Weekend
0,0,1,8.2,34,30.0026,1,13,Sunday,Weekend
0,0,1,9.02,32,31.0009,1,14,Sunday,Weekend
0,0,1,9.02,35,23.9994,1,15,Sunday,Weekend
0,0,1,8.2,34,30.0026,1,16,Sunday,Weekend
0,0,1,7.38,37,26.0027,1,17,Sunday,Weekend
0,0,1,6.56,40,22.0028,1,18,Sunday,Weekend
0,0,1,6.56,43,22.0028,1,19,Sunday,Weekend
0,0,1,5.74,46,16.9979,1,20,Sunday,Weekend
0,0,1,5.74,46,27.9993,1,21,Sunday,Weekend
0,0,1,5.74,46,19.9995,1,22,Sunday,Weekend
0,0,1,4.92,50,12.998,1,23,Sunday,Weekend
0,1,1,4.92,50,19.0012,1,0,Monday,Weekend
0,1,1,4.92,50,19.0012,1,1,Monday,Weekend
0,1,1,4.92,50,15.0013,1,2,Monday,Weekend
0,1,1,4.92,50,15.0013,1,3,Monday,Weekend
0,1,1,4.1,54,8.9981,1,4,Monday,Weekend
0,1,1,4.1,54,16.9979,1,5,Monday,Weekend
0,1,1,4.92,50,19.0012,1,6,Monday,Weekend
0,1,1,4.92,50,15.0013,1,7,Monday,Weekend
0,1,2,4.92,50,19.0012,1,8,Monday,Weekend
0,1,2,5.74,50,16.9979,1,9,Monday,Weekend
0,1,2,5.74,50,19.9995,1,10,Monday,Weekend
0,1,2,6.56,47,19.0012,1,11,Monday,Weekend
0,1,2,8.2,40,19.0012,1,12,Monday,Weekend
0,1,2,8.2,40,19.0012,1,13,Monday,Weekend
0,1,2,8.2,40,15.0013,1,14,Monday,Weekend
0,1,2,8.2,40,15.0013,1,15,Monday,Weekend
0,1,1,8.2,40,8.9981,1,16,Monday,Weekend
0,1,1,8.2,40,7.0015,1,17,Monday,Weekend
0,1,1,8.2,40,15.0013,1,18,Monday,Weekend
0,1,1,6.56,47,11.0014,1,19,Monday,Weekend
0,1,1,6.56,50,11.0014,1,20,Monday,Weekend
0,1,1,5.74,59,12.998,1,21,Monday,Weekend
0,1,1,5.74,59,11.0014,1,22,Monday,Weekend
0,1,1,5.74,59,11.0014,1,23,Monday,Weekend
0,1,1,5.74,59,7.0015,1,0,Tuesday,Weekend
0,1,1,5.74,59,11.0014,1,1,Tuesday,Weekend
0,1,2,6.56,55,12.998,1,2,Tuesday,Weekend
0,1,2,6.56,55,8.9981,1,5,Tuesday,Weekend
0,1,2,6.56,55,8.9981,1,6,Tuesday,Weekend
0,1,2,6.56,55,0.0,1,7,Tuesday,Weekend
0,1,2,7.38,51,6.0032,1,8,Tuesday,Weekend
0,1,2,7.38,51,11.0014,1,9,Tuesday,Weekend
0,1,2,8.2,51,11.0014,1,10,Tuesday,Weekend
0,1,2,8.2,47,8.9981,1,11,Tuesday,Weekend
0,1,2,8.2,51,7.0015,1,12,Tuesday,Weekend
0,1,2,8.2,59,6.0032,1,13,Tuesday,Weekend
0,1,2,8.2,59,6.0032,1,14,Tuesday,Weekend
0,1,2,6.56,80,6.0032,1,15,Tuesday,Weekend
0,1,2,6.56,86,15.0013,1,16,Tuesday,Weekend
0,1,2,6.56,86,15.0013,1,17,Tuesday,Weekend
0,1,3,6.56,93,7.0015,1,18,Tuesday,Weekend
0,1,3,6.56,93,0.0,1,19,Tuesday,Weekend
0,1,3,6.56,93,12.998,1,20,Tuesday,Weekend
0,1,3,6.56,86,6.0032,1,21,Tuesday,Weekend
0,1,3,6.56,93,7.0015,1,22,Tuesday,Weekend
0,1,3,6.56,93,6.0032,1,23,Tuesday,Weekend
0,1,2,6.56,86,6.0032,1,0,Wednesday,Weekend
0,1,2,6.56,86,7.0015,1,1,Wednesday,Weekend
0,1,1,5.74,86,8.9981,1,2,Wednesday,Weekend
0,1,1,5.74,86,11.0014,1,5,Wednesday,Weekend
0,1,1,4.92,93,8.9981,1,6,Wednesday,Weekend
0,1,1,5.74,69,8.9981,1,7,Wednesday,Weekend
0,1,1,6.56,59,11.0014,1,8,Wednesday,Weekend
0,1,1,6.56,59,22.0028,1,9,Wednesday,Weekend
0,1,1,7.38,55,15.0013,1,10,Wednesday,Weekend
0,1,1,8.2,51,26.0027,1,11,Wednesday,Weekend
0,1,1,8.2,47,39.0007,1,12,Wednesday,Weekend
0,1,1,9.02,44,23.9994,1,13,Wednesday,Weekend
0,1,1,8.2,47,22.0028,1,14,Wednesday,Weekend
0,1,1,8.2,47,27.9993,1,15,Wednesday,Weekend
